popsize,popid,Sin
1.63887e+06,N0,117
1.54945e+08,N1,117
1.63781e+06,N0,117.1
1.55106e+08,N1,117.1
1.63675e+06,N0,117.2
1.55267e+08,N1,117.2
1.63569e+06,N0,117.3
1.55427e+08,N1,117.3
1.63464e+06,N0,117.4
1.55588e+08,N1,117.4
1.63359e+06,N0,117.5
1.55749e+08,N1,117.5
1.63254e+06,N0,117.6
1.55909e+08,N1,117.6
1.6315e+06,N0,117.7
1.5607e+08,N1,117.7
1.63046e+06,N0,117.8
1.56231e+08,N1,117.8
1.62942e+06,N0,117.9
1.56391e+08,N1,117.9
1.62839e+06,N0,118
1.56552e+08,N1,118
1.62736e+06,N0,118.1
1.56713e+08,N1,118.1
1.62633e+06,N0,118.2
1.56874e+08,N1,118.2
1.62531e+06,N0,118.3
1.57034e+08,N1,118.3
1.62429e+06,N0,118.4
1.57195e+08,N1,118.4
1.62328e+06,N0,118.5
1.57356e+08,N1,118.5
1.62226e+06,N0,118.6
1.57516e+08,N1,118.6
1.62125e+06,N0,118.7
1.57677e+08,N1,118.7
1.62025e+06,N0,118.8
1.57838e+08,N1,118.8
1.61925e+06,N0,118.9
1.57998e+08,N1,118.9
1.61825e+06,N0,119
1.58159e+08,N1,119
1.61725e+06,N0,119.1
1.5832e+08,N1,119.1
1.61626e+06,N0,119.2
1.5848e+08,N1,119.2
1.61527e+06,N0,119.3
1.58641e+08,N1,119.3
1.61428e+06,N0,119.4
1.58802e+08,N1,119.4
1.6133e+06,N0,119.5
1.58962e+08,N1,119.5
1.61231e+06,N0,119.6
1.59123e+08,N1,119.6
1.61134e+06,N0,119.7
1.59284e+08,N1,119.7
1.61036e+06,N0,119.8
1.59444e+08,N1,119.8
1.60939e+06,N0,119.9
1.59605e+08,N1,119.9
1.60842e+06,N0,120
1.59766e+08,N1,120
1.60746e+06,N0,120.1
1.59926e+08,N1,120.1
1.6065e+06,N0,120.2
1.60087e+08,N1,120.2
1.60554e+06,N0,120.3
1.60248e+08,N1,120.3
1.60458e+06,N0,120.4
1.60408e+08,N1,120.4
1.60363e+06,N0,120.5
1.60569e+08,N1,120.5
1.60268e+06,N0,120.6
1.6073e+08,N1,120.6
1.60173e+06,N0,120.7
1.6089e+08,N1,120.7
1.60079e+06,N0,120.8
1.61051e+08,N1,120.8
1.59985e+06,N0,120.9
1.61212e+08,N1,120.9
1.59891e+06,N0,121
1.61372e+08,N1,121
1.59797e+06,N0,121.1
1.61533e+08,N1,121.1
1.59704e+06,N0,121.2
1.61693e+08,N1,121.2
1.59611e+06,N0,121.3
1.61854e+08,N1,121.3
1.59518e+06,N0,121.4
1.62015e+08,N1,121.4
1.59426e+06,N0,121.5
1.62175e+08,N1,121.5
1.59334e+06,N0,121.6
1.62336e+08,N1,121.6
1.59242e+06,N0,121.7
1.62497e+08,N1,121.7
1.59151e+06,N0,121.8
1.62657e+08,N1,121.8
1.59059e+06,N0,121.9
1.62818e+08,N1,121.9
1.58968e+06,N0,122
1.62978e+08,N1,122
1.58878e+06,N0,122.1
1.63139e+08,N1,122.1
1.58787e+06,N0,122.2
1.633e+08,N1,122.2
1.58697e+06,N0,122.3
1.6346e+08,N1,122.3
1.58607e+06,N0,122.4
1.63621e+08,N1,122.4
1.58518e+06,N0,122.5
1.63781e+08,N1,122.5
1.58428e+06,N0,122.6
1.63942e+08,N1,122.6
1.58339e+06,N0,122.7
1.64103e+08,N1,122.7
1.58251e+06,N0,122.8
1.64263e+08,N1,122.8
1.58162e+06,N0,122.9
1.64424e+08,N1,122.9
1.58074e+06,N0,123
1.64584e+08,N1,123
1.57986e+06,N0,123.1
1.64745e+08,N1,123.1
1.57898e+06,N0,123.2
1.64906e+08,N1,123.2
1.57811e+06,N0,123.3
1.65066e+08,N1,123.3
1.57724e+06,N0,123.4
1.65227e+08,N1,123.4
1.57637e+06,N0,123.5
1.65387e+08,N1,123.5
1.5755e+06,N0,123.6
1.65548e+08,N1,123.6
1.57464e+06,N0,123.7
1.65709e+08,N1,123.7
1.57378e+06,N0,123.8
1.65869e+08,N1,123.8
1.57292e+06,N0,123.9
1.6603e+08,N1,123.9
1.57206e+06,N0,124
1.6619e+08,N1,124
1.57121e+06,N0,124.1
1.66351e+08,N1,124.1
1.57036e+06,N0,124.2
1.66512e+08,N1,124.2
1.56951e+06,N0,124.3
1.66672e+08,N1,124.3
1.56866e+06,N0,124.4
1.66833e+08,N1,124.4
1.56782e+06,N0,124.5
1.66993e+08,N1,124.5
1.56698e+06,N0,124.6
1.67154e+08,N1,124.6
1.56614e+06,N0,124.7
1.67314e+08,N1,124.7
1.5653e+06,N0,124.8
1.67475e+08,N1,124.8
1.56447e+06,N0,124.9
1.67635e+08,N1,124.9
1.56364e+06,N0,125
1.67796e+08,N1,125
1.56281e+06,N0,125.1
1.67957e+08,N1,125.1
1.56198e+06,N0,125.2
1.68117e+08,N1,125.2
1.56116e+06,N0,125.3
1.68278e+08,N1,125.3
1.56034e+06,N0,125.4
1.68438e+08,N1,125.4
1.55952e+06,N0,125.5
1.68599e+08,N1,125.5
1.5587e+06,N0,125.6
1.68759e+08,N1,125.6
1.55789e+06,N0,125.7
1.6892e+08,N1,125.7
1.55708e+06,N0,125.8
1.69081e+08,N1,125.8
1.55627e+06,N0,125.9
1.69241e+08,N1,125.9
1.55546e+06,N0,126
1.69402e+08,N1,126
1.55466e+06,N0,126.1
1.69562e+08,N1,126.1
1.55385e+06,N0,126.2
1.69723e+08,N1,126.2
1.55305e+06,N0,126.3
1.69883e+08,N1,126.3
1.55226e+06,N0,126.4
1.70044e+08,N1,126.4
1.55146e+06,N0,126.5
1.70204e+08,N1,126.5
1.55067e+06,N0,126.6
1.70365e+08,N1,126.6
1.54988e+06,N0,126.7
1.70525e+08,N1,126.7
1.54909e+06,N0,126.8
1.70686e+08,N1,126.8
1.5483e+06,N0,126.9
1.70846e+08,N1,126.9
1.54752e+06,N0,127
1.71007e+08,N1,127
1.54673e+06,N0,127.1
1.71168e+08,N1,127.1
1.54595e+06,N0,127.2
1.71328e+08,N1,127.2
1.54518e+06,N0,127.3
1.71489e+08,N1,127.3
1.5444e+06,N0,127.4
1.71649e+08,N1,127.4
1.54363e+06,N0,127.5
1.7181e+08,N1,127.5
1.54286e+06,N0,127.6
1.7197e+08,N1,127.6
1.54209e+06,N0,127.7
1.72131e+08,N1,127.7
1.54132e+06,N0,127.8
1.72291e+08,N1,127.8
1.54056e+06,N0,127.9
1.72452e+08,N1,127.9
1.53979e+06,N0,128
1.72612e+08,N1,128
1.53903e+06,N0,128.1
1.72773e+08,N1,128.1
1.53828e+06,N0,128.2
1.72933e+08,N1,128.2
1.53752e+06,N0,128.3
1.73094e+08,N1,128.3
1.53677e+06,N0,128.4
1.73254e+08,N1,128.4
1.53601e+06,N0,128.5
1.73415e+08,N1,128.5
1.53526e+06,N0,128.6
1.73575e+08,N1,128.6
1.53452e+06,N0,128.7
1.73736e+08,N1,128.7
1.53377e+06,N0,128.8
1.73896e+08,N1,128.8
1.53303e+06,N0,128.9
1.74057e+08,N1,128.9
1.53229e+06,N0,129
1.74217e+08,N1,129
1.53155e+06,N0,129.1
1.74378e+08,N1,129.1
1.53081e+06,N0,129.2
1.74538e+08,N1,129.2
1.53007e+06,N0,129.3
1.74699e+08,N1,129.3
1.52934e+06,N0,129.4
1.74859e+08,N1,129.4
1.52861e+06,N0,129.5
1.7502e+08,N1,129.5
1.52788e+06,N0,129.6
1.7518e+08,N1,129.6
1.52715e+06,N0,129.7
1.75341e+08,N1,129.7
1.52643e+06,N0,129.8
1.75501e+08,N1,129.8
1.52571e+06,N0,129.9
1.75662e+08,N1,129.9
1.52498e+06,N0,130
1.75822e+08,N1,130
1.52427e+06,N0,130.1
1.75983e+08,N1,130.1
1.52355e+06,N0,130.2
1.76143e+08,N1,130.2
1.52283e+06,N0,130.3
1.76304e+08,N1,130.3
1.52212e+06,N0,130.4
1.76464e+08,N1,130.4
1.52141e+06,N0,130.5
1.76625e+08,N1,130.5
1.5207e+06,N0,130.6
1.76785e+08,N1,130.6
1.51999e+06,N0,130.7
1.76946e+08,N1,130.7
1.51929e+06,N0,130.8
1.77106e+08,N1,130.8
1.51858e+06,N0,130.9
1.77267e+08,N1,130.9
1.51788e+06,N0,131
1.77427e+08,N1,131
1.51718e+06,N0,131.1
1.77588e+08,N1,131.1
1.51648e+06,N0,131.2
1.77748e+08,N1,131.2
1.51579e+06,N0,131.3
1.77908e+08,N1,131.3
1.51509e+06,N0,131.4
1.78069e+08,N1,131.4
1.5144e+06,N0,131.5
1.78229e+08,N1,131.5
1.51371e+06,N0,131.6
1.7839e+08,N1,131.6
1.51302e+06,N0,131.7
1.7855e+08,N1,131.7
1.51233e+06,N0,131.8
1.78711e+08,N1,131.8
1.51165e+06,N0,131.9
1.78871e+08,N1,131.9
1.51096e+06,N0,132
1.79032e+08,N1,132
1.51028e+06,N0,132.1
1.79192e+08,N1,132.1
1.5096e+06,N0,132.2
1.79353e+08,N1,132.2
1.50893e+06,N0,132.3
1.79513e+08,N1,132.3
1.50825e+06,N0,132.4
1.79674e+08,N1,132.4
1.50758e+06,N0,132.5
1.79834e+08,N1,132.5
1.5069e+06,N0,132.6
1.79994e+08,N1,132.6
1.50623e+06,N0,132.7
1.80155e+08,N1,132.7
1.50556e+06,N0,132.8
1.80315e+08,N1,132.8
1.5049e+06,N0,132.9
1.80476e+08,N1,132.9
1.50423e+06,N0,133
1.80636e+08,N1,133
1.50357e+06,N0,133.1
1.80797e+08,N1,133.1
1.50291e+06,N0,133.2
1.80957e+08,N1,133.2
1.50225e+06,N0,133.3
1.81118e+08,N1,133.3
1.50159e+06,N0,133.4
1.81278e+08,N1,133.4
1.50093e+06,N0,133.5
1.81439e+08,N1,133.5
1.50028e+06,N0,133.6
1.81599e+08,N1,133.6
1.49962e+06,N0,133.7
1.81759e+08,N1,133.7
1.49897e+06,N0,133.8
1.8192e+08,N1,133.8
1.49832e+06,N0,133.9
1.8208e+08,N1,133.9
1.49767e+06,N0,134
1.82241e+08,N1,134
1.49703e+06,N0,134.1
1.82401e+08,N1,134.1
1.49638e+06,N0,134.2
1.82562e+08,N1,134.2
1.49574e+06,N0,134.3
1.82722e+08,N1,134.3
1.4951e+06,N0,134.4
1.82882e+08,N1,134.4
1.49446e+06,N0,134.5
1.83043e+08,N1,134.5
1.49382e+06,N0,134.6
1.83203e+08,N1,134.6
1.49318e+06,N0,134.7
1.83364e+08,N1,134.7
1.49255e+06,N0,134.8
1.83524e+08,N1,134.8
1.49191e+06,N0,134.9
1.83685e+08,N1,134.9
1.49128e+06,N0,135
1.83845e+08,N1,135
1.49065e+06,N0,135.1
1.84005e+08,N1,135.1
1.49002e+06,N0,135.2
1.84166e+08,N1,135.2
1.4894e+06,N0,135.3
1.84326e+08,N1,135.3
1.48877e+06,N0,135.4
1.84487e+08,N1,135.4
1.48815e+06,N0,135.5
1.84647e+08,N1,135.5
1.48753e+06,N0,135.6
1.84808e+08,N1,135.6
1.48691e+06,N0,135.7
1.84968e+08,N1,135.7
1.48629e+06,N0,135.8
1.85128e+08,N1,135.8
1.48567e+06,N0,135.9
1.85289e+08,N1,135.9
1.48505e+06,N0,136
1.85449e+08,N1,136
1.48444e+06,N0,136.1
1.8561e+08,N1,136.1
1.48383e+06,N0,136.2
1.8577e+08,N1,136.2
1.48322e+06,N0,136.3
1.85931e+08,N1,136.3
1.48261e+06,N0,136.4
1.86091e+08,N1,136.4
1.482e+06,N0,136.5
1.86251e+08,N1,136.5
1.48139e+06,N0,136.6
1.86412e+08,N1,136.6
1.48079e+06,N0,136.7
1.86572e+08,N1,136.7
1.48018e+06,N0,136.8
1.86733e+08,N1,136.8
1.47958e+06,N0,136.9
1.86893e+08,N1,136.9
1.47898e+06,N0,137
1.87053e+08,N1,137
1.47838e+06,N0,137.1
1.87214e+08,N1,137.1
1.47778e+06,N0,137.2
1.87374e+08,N1,137.2
1.47719e+06,N0,137.3
1.87535e+08,N1,137.3
1.47659e+06,N0,137.4
1.87695e+08,N1,137.4
1.476e+06,N0,137.5
1.87855e+08,N1,137.5
1.47541e+06,N0,137.6
1.88016e+08,N1,137.6
1.47482e+06,N0,137.7
1.88176e+08,N1,137.7
1.47423e+06,N0,137.8
1.88337e+08,N1,137.8
1.47364e+06,N0,137.9
1.88497e+08,N1,137.9
1.47306e+06,N0,138
1.88657e+08,N1,138
1.47247e+06,N0,138.1
1.88818e+08,N1,138.1
1.47189e+06,N0,138.2
1.88978e+08,N1,138.2
1.47131e+06,N0,138.3
1.89139e+08,N1,138.3
1.47073e+06,N0,138.4
1.89299e+08,N1,138.4
1.47015e+06,N0,138.5
1.89459e+08,N1,138.5
1.46957e+06,N0,138.6
1.8962e+08,N1,138.6
1.469e+06,N0,138.7
1.8978e+08,N1,138.7
1.46842e+06,N0,138.8
1.89941e+08,N1,138.8
1.46785e+06,N0,138.9
1.90101e+08,N1,138.9
1.46728e+06,N0,139
1.90261e+08,N1,139
1.46671e+06,N0,139.1
1.90422e+08,N1,139.1
1.46614e+06,N0,139.2
1.90582e+08,N1,139.2
1.46557e+06,N0,139.3
1.90742e+08,N1,139.3
1.46501e+06,N0,139.4
1.90903e+08,N1,139.4
1.46444e+06,N0,139.5
1.91063e+08,N1,139.5
1.46388e+06,N0,139.6
1.91224e+08,N1,139.6
1.46332e+06,N0,139.7
1.91384e+08,N1,139.7
1.46276e+06,N0,139.8
1.91544e+08,N1,139.8
1.4622e+06,N0,139.9
1.91705e+08,N1,139.9
1.46164e+06,N0,140
1.91865e+08,N1,140
1.46108e+06,N0,140.1
1.92025e+08,N1,140.1
1.46053e+06,N0,140.2
1.92186e+08,N1,140.2
1.45998e+06,N0,140.3
1.92346e+08,N1,140.3
1.45942e+06,N0,140.4
1.92507e+08,N1,140.4
1.45887e+06,N0,140.5
1.92667e+08,N1,140.5
1.45832e+06,N0,140.6
1.92827e+08,N1,140.6
1.45777e+06,N0,140.7
1.92988e+08,N1,140.7
1.45723e+06,N0,140.8
1.93148e+08,N1,140.8
1.45668e+06,N0,140.9
1.93308e+08,N1,140.9
1.45614e+06,N0,141
1.93469e+08,N1,141
1.45559e+06,N0,141.1
1.93629e+08,N1,141.1
1.45505e+06,N0,141.2
1.9379e+08,N1,141.2
1.45451e+06,N0,141.3
1.9395e+08,N1,141.3
1.45397e+06,N0,141.4
1.9411e+08,N1,141.4
1.45343e+06,N0,141.5
1.94271e+08,N1,141.5
1.4529e+06,N0,141.6
1.94431e+08,N1,141.6
1.45236e+06,N0,141.7
1.94591e+08,N1,141.7
1.45183e+06,N0,141.8
1.94752e+08,N1,141.8
1.45129e+06,N0,141.9
1.94912e+08,N1,141.9
1.45076e+06,N0,142
1.95072e+08,N1,142
1.45023e+06,N0,142.1
1.95233e+08,N1,142.1
1.4497e+06,N0,142.2
1.95393e+08,N1,142.2
1.44917e+06,N0,142.3
1.95554e+08,N1,142.3
1.44865e+06,N0,142.4
1.95714e+08,N1,142.4
1.44812e+06,N0,142.5
1.95874e+08,N1,142.5
1.4476e+06,N0,142.6
1.96035e+08,N1,142.6
1.44707e+06,N0,142.7
1.96195e+08,N1,142.7
1.44655e+06,N0,142.8
1.96355e+08,N1,142.8
1.44603e+06,N0,142.9
1.96516e+08,N1,142.9
1.44551e+06,N0,143
1.96676e+08,N1,143
1.44499e+06,N0,143.1
1.96836e+08,N1,143.1
1.44447e+06,N0,143.2
1.96997e+08,N1,143.2
1.44396e+06,N0,143.3
1.97157e+08,N1,143.3
1.44344e+06,N0,143.4
1.97317e+08,N1,143.4
1.44293e+06,N0,143.5
1.97478e+08,N1,143.5
1.44242e+06,N0,143.6
1.97638e+08,N1,143.6
1.44191e+06,N0,143.7
1.97798e+08,N1,143.7
1.4414e+06,N0,143.8
1.97959e+08,N1,143.8
1.44089e+06,N0,143.9
1.98119e+08,N1,143.9
1.44038e+06,N0,144
1.98279e+08,N1,144
1.43987e+06,N0,144.1
1.9844e+08,N1,144.1
1.43937e+06,N0,144.2
1.986e+08,N1,144.2
1.43886e+06,N0,144.3
1.98761e+08,N1,144.3
1.43836e+06,N0,144.4
1.98921e+08,N1,144.4
1.43786e+06,N0,144.5
1.99081e+08,N1,144.5
1.43736e+06,N0,144.6
1.99242e+08,N1,144.6
1.43686e+06,N0,144.7
1.99402e+08,N1,144.7
1.43636e+06,N0,144.8
1.99562e+08,N1,144.8
1.43586e+06,N0,144.9
1.99723e+08,N1,144.9
1.43537e+06,N0,145
1.99883e+08,N1,145
1.43487e+06,N0,145.1
2.00043e+08,N1,145.1
1.43438e+06,N0,145.2
2.00204e+08,N1,145.2
1.43389e+06,N0,145.3
2.00364e+08,N1,145.3
1.43339e+06,N0,145.4
2.00524e+08,N1,145.4
1.4329e+06,N0,145.5
2.00685e+08,N1,145.5
1.43241e+06,N0,145.6
2.00845e+08,N1,145.6
1.43193e+06,N0,145.7
2.01005e+08,N1,145.7
1.43144e+06,N0,145.8
2.01166e+08,N1,145.8
1.43095e+06,N0,145.9
2.01326e+08,N1,145.9
1.43047e+06,N0,146
2.01486e+08,N1,146
1.42998e+06,N0,146.1
2.01647e+08,N1,146.1
1.4295e+06,N0,146.2
2.01807e+08,N1,146.2
1.42902e+06,N0,146.3
2.01967e+08,N1,146.3
1.42854e+06,N0,146.4
2.02128e+08,N1,146.4
1.42806e+06,N0,146.5
2.02288e+08,N1,146.5
1.42758e+06,N0,146.6
2.02448e+08,N1,146.6
1.4271e+06,N0,146.7
2.02608e+08,N1,146.7
1.42663e+06,N0,146.8
2.02769e+08,N1,146.8
1.42615e+06,N0,146.9
2.02929e+08,N1,146.9
1.42568e+06,N0,147
2.03089e+08,N1,147
1.4252e+06,N0,147.1
2.0325e+08,N1,147.1
1.42473e+06,N0,147.2
2.0341e+08,N1,147.2
1.42426e+06,N0,147.3
2.0357e+08,N1,147.3
1.42379e+06,N0,147.4
2.03731e+08,N1,147.4
1.42332e+06,N0,147.5
2.03891e+08,N1,147.5
1.42285e+06,N0,147.6
2.04051e+08,N1,147.6
1.42239e+06,N0,147.7
2.04212e+08,N1,147.7
1.42192e+06,N0,147.8
2.04372e+08,N1,147.8
1.42145e+06,N0,147.9
2.04532e+08,N1,147.9
1.42099e+06,N0,148
2.04693e+08,N1,148
1.42053e+06,N0,148.1
2.04853e+08,N1,148.1
1.42007e+06,N0,148.2
2.05013e+08,N1,148.2
1.4196e+06,N0,148.3
2.05174e+08,N1,148.3
1.41914e+06,N0,148.4
2.05334e+08,N1,148.4
1.41869e+06,N0,148.5
2.05494e+08,N1,148.5
1.41823e+06,N0,148.6
2.05654e+08,N1,148.6
1.41777e+06,N0,148.7
2.05815e+08,N1,148.7
1.41732e+06,N0,148.8
2.05975e+08,N1,148.8
1.41686e+06,N0,148.9
2.06135e+08,N1,148.9
1.41641e+06,N0,149
2.06296e+08,N1,149
1.41595e+06,N0,149.1
2.06456e+08,N1,149.1
1.4155e+06,N0,149.2
2.06616e+08,N1,149.2
1.41505e+06,N0,149.3
2.06777e+08,N1,149.3
1.4146e+06,N0,149.4
2.06937e+08,N1,149.4
1.41415e+06,N0,149.5
2.07097e+08,N1,149.5
1.4137e+06,N0,149.6
2.07258e+08,N1,149.6
1.41326e+06,N0,149.7
2.07418e+08,N1,149.7
1.41281e+06,N0,149.8
2.07578e+08,N1,149.8
1.41237e+06,N0,149.9
2.07738e+08,N1,149.9
1.41192e+06,N0,150
2.07899e+08,N1,150
1.41148e+06,N0,150.1
2.08059e+08,N1,150.1
1.41104e+06,N0,150.2
2.08219e+08,N1,150.2
1.41059e+06,N0,150.3
2.0838e+08,N1,150.3
1.41015e+06,N0,150.4
2.0854e+08,N1,150.4
1.40971e+06,N0,150.5
2.087e+08,N1,150.5
1.40928e+06,N0,150.6
2.08861e+08,N1,150.6
1.40884e+06,N0,150.7
2.09021e+08,N1,150.7
1.4084e+06,N0,150.8
2.09181e+08,N1,150.8
1.40797e+06,N0,150.9
2.09341e+08,N1,150.9
1.40753e+06,N0,151
2.09502e+08,N1,151
